service_id,date,exception_type
26,20200102,1
27,20191213,1
27,20191214,1
27,20191220,1
27,20191221,1
27,20191224,1
27,20191227,1
27,20191228,1
27,20191231,1
27,20200103,1
28,20200105,1
28,20200106,1
28,20200107,1
28,20200108,1
28,20200109,1
28,20200112,1
28,20200113,1
28,20200114,1
28,20200115,1
28,20200116,1
28,20200120,1
28,20200121,1
28,20200122,1
28,20200123,1
28,20200126,1
28,20200127,1
28,20200128,1
28,20200129,1
28,20200130,1
28,20200202,1
28,20200203,1
28,20200204,1
28,20200205,1
28,20200206,1
28,20200209,1
28,20200210,1
28,20200211,1
28,20200212,1
28,20200213,1
28,20200217,1
28,20200218,1
28,20200219,1
28,20200220,1
28,20200223,1
28,20200224,1
28,20200225,1
28,20200226,1
28,20200227,1
28,20200301,1
28,20200302,1
28,20200305,1
28,20200308,1
28,20200309,1
28,20200310,1
28,20200311,1
28,20200312,1
28,20200315,1
28,20200316,1
28,20200317,1
28,20200318,1
28,20200319,1
28,20200322,1
28,20200323,1
28,20200324,1
28,20200325,1
28,20200326,1
29,20191225,1
29,20200101,1
29,20200120,1
29,20200217,1
30,20191224,1
31,20191213,1
31,20191214,1
31,20191220,1
31,20191221,1
31,20191224,1
31,20191227,1
31,20191228,1
31,20191231,1
31,20200103,1
31,20200104,1
31,20200110,1
31,20200111,1
31,20200117,1
31,20200118,1
31,20200119,1
31,20200124,1
31,20200125,1
31,20200131,1
31,20200201,1
31,20200207,1
31,20200208,1
31,20200214,1
31,20200215,1
31,20200216,1
31,20200221,1
31,20200222,1
31,20200228,1
31,20200229,1
31,20200306,1
31,20200307,1
31,20200313,1
31,20200314,1
31,20200320,1
31,20200321,1
31,20200327,1
32,20191209,1
32,20191210,1
32,20191211,1
32,20191212,1
32,20191213,1
32,20191216,1
32,20191217,1
32,20191218,1
32,20191219,1
32,20191220,1
32,20191223,1
32,20191226,1
32,20191227,1
32,20191230,1
32,20191231,1
32,20200102,1
32,20200103,1
32,20200106,1
32,20200107,1
32,20200108,1
32,20200109,1
32,20200110,1
32,20200113,1
32,20200114,1
32,20200115,1
32,20200116,1
32,20200117,1
32,20200121,1
32,20200122,1
32,20200123,1
32,20200124,1
32,20200127,1
32,20200128,1
32,20200129,1
32,20200130,1
32,20200131,1
32,20200203,1
32,20200204,1
32,20200205,1
32,20200206,1
32,20200207,1
32,20200210,1
32,20200211,1
32,20200212,1
32,20200213,1
32,20200214,1
32,20200218,1
32,20200219,1
32,20200220,1
32,20200221,1
32,20200224,1
32,20200225,1
32,20200226,1
32,20200227,1
32,20200228,1
32,20200302,1
32,20200305,1
32,20200306,1
32,20200309,1
32,20200310,1
32,20200311,1
32,20200312,1
32,20200313,1
32,20200316,1
32,20200317,1
32,20200318,1
32,20200319,1
32,20200320,1
32,20200323,1
32,20200324,1
32,20200325,1
32,20200326,1
32,20200327,1
33,20191209,1
33,20191210,1
33,20191211,1
33,20191212,1
33,20191215,1
33,20191216,1
33,20191217,1
33,20191218,1
33,20191219,1
33,20191222,1
33,20191223,1
33,20191225,1
33,20191226,1
33,20191229,1
33,20191230,1
33,20200101,1
33,20200102,1
33,20200105,1
33,20200106,1
33,20200107,1
33,20200108,1
33,20200109,1
33,20200112,1
33,20200113,1
33,20200114,1
33,20200115,1
33,20200116,1
33,20200120,1
33,20200121,1
33,20200122,1
33,20200123,1
33,20200126,1
33,20200127,1
33,20200128,1
33,20200129,1
33,20200130,1
33,20200202,1
33,20200203,1
33,20200204,1
33,20200205,1
33,20200206,1
33,20200209,1
33,20200210,1
33,20200211,1
33,20200212,1
33,20200213,1
33,20200217,1
33,20200218,1
33,20200219,1
33,20200220,1
33,20200223,1
33,20200224,1
33,20200225,1
33,20200226,1
33,20200227,1
33,20200301,1
33,20200302,1
33,20200305,1
33,20200308,1
33,20200309,1
33,20200310,1
33,20200311,1
33,20200312,1
33,20200315,1
33,20200316,1
33,20200317,1
33,20200318,1
33,20200319,1
33,20200322,1
33,20200323,1
33,20200324,1
33,20200325,1
33,20200326,1
34,20191209,1
34,20191210,1
34,20191211,1
34,20191212,1
34,20191213,1
34,20191216,1
34,20191217,1
34,20191218,1
34,20191219,1
34,20191220,1
34,20191223,1
34,20191226,1
34,20191227,1
34,20191230,1
34,20191231,1
34,20200102,1
34,20200103,1
35,20191209,1
35,20191210,1
35,20191211,1
35,20191212,1
35,20191213,1
35,20191216,1
35,20191217,1
35,20191218,1
35,20191219,1
35,20191220,1
35,20191223,1
35,20191224,1
35,20200102,1
35,20200103,1
36,20191209,1
36,20191210,1
36,20191211,1
36,20191212,1
36,20191213,1
36,20191216,1
36,20191217,1
36,20191218,1
36,20191219,1
36,20191220,1
36,20191223,1
36,20191224,1
36,20191226,1
36,20191227,1
36,20191230,1
36,20191231,1
36,20200102,1
36,20200103,1
36,20200106,1
36,20200109,1
36,20200110,1
36,20200113,1
36,20200114,1
36,20200115,1
36,20200116,1
36,20200117,1
36,20200121,1
36,20200122,1
36,20200123,1
36,20200124,1
36,20200127,1
36,20200128,1
36,20200129,1
36,20200130,1
36,20200131,1
36,20200203,1
36,20200204,1
36,20200205,1
36,20200206,1
36,20200207,1
36,20200210,1
36,20200211,1
36,20200212,1
36,20200213,1
36,20200214,1
36,20200218,1
36,20200219,1
36,20200220,1
36,20200221,1
36,20200224,1
36,20200225,1
36,20200226,1
36,20200227,1
36,20200228,1
36,20200302,1
36,20200305,1
36,20200306,1
36,20200309,1
36,20200310,1
36,20200311,1
36,20200312,1
36,20200313,1
36,20200316,1
36,20200317,1
36,20200318,1
36,20200319,1
36,20200320,1
36,20200323,1
36,20200324,1
36,20200325,1
36,20200326,1
36,20200327,1
37,20191209,1
37,20191210,1
37,20191211,1
37,20191212,1
37,20191216,1
37,20191217,1
37,20191218,1
37,20191219,1
37,20191223,1
37,20191226,1
37,20191230,1
37,20200102,1
38,20200110,1
38,20200117,1
38,20200124,1
38,20200131,1
38,20200207,1
38,20200214,1
38,20200221,1
38,20200228,1
38,20200306,1
38,20200313,1
38,20200320,1
38,20200327,1
39,20200106,1
39,20200107,1
39,20200108,1
39,20200109,1
39,20200113,1
39,20200114,1
39,20200115,1
39,20200116,1
39,20200121,1
39,20200122,1
39,20200123,1
39,20200127,1
39,20200128,1
39,20200129,1
39,20200130,1
39,20200203,1
39,20200204,1
39,20200205,1
39,20200206,1
39,20200210,1
39,20200211,1
39,20200212,1
39,20200213,1
39,20200218,1
39,20200219,1
39,20200220,1
39,20200224,1
39,20200225,1
39,20200226,1
39,20200227,1
39,20200302,1
39,20200305,1
39,20200309,1
39,20200310,1
39,20200311,1
39,20200312,1
39,20200316,1
39,20200317,1
39,20200318,1
39,20200319,1
39,20200323,1
39,20200324,1
39,20200325,1
39,20200326,1
40,20191213,1
40,20191220,1
40,20191224,1
40,20191227,1
40,20200103,1
41,20191214,1
41,20191215,1
41,20191221,1
41,20191222,1
41,20191225,1
41,20191228,1
41,20191229,1
41,20200101,1
41,20200105,1
41,20200111,1
41,20200112,1
41,20200118,1
41,20200119,1
41,20200125,1
41,20200126,1
41,20200201,1
41,20200202,1
41,20200208,1
41,20200209,1
41,20200215,1
41,20200216,1
41,20200222,1
41,20200223,1
41,20200229,1
41,20200301,1
41,20200307,1
41,20200308,1
41,20200314,1
41,20200315,1
41,20200321,1
41,20200322,1
41,20200328,1
41,20200329,1
42,20191214,1
42,20191215,1
42,20191221,1
42,20191222,1
42,20191225,1
42,20191228,1
42,20191229,1
42,20200101,1
42,20200104,1
42,20200105,1
42,20200111,1
42,20200112,1
42,20200118,1
42,20200119,1
42,20200125,1
42,20200126,1
42,20200201,1
42,20200202,1
42,20200208,1
42,20200209,1
42,20200215,1
42,20200216,1
42,20200222,1
42,20200223,1
42,20200229,1
42,20200301,1
42,20200307,1
42,20200308,1
42,20200314,1
42,20200315,1
42,20200321,1
42,20200322,1
42,20200328,1
42,20200329,1
43,20191209,1
43,20191210,1
43,20191211,1
43,20191212,1
43,20191213,1
43,20191216,1
43,20191217,1
43,20191218,1
43,20191219,1
43,20191220,1
43,20191223,1
43,20191224,1
43,20191226,1
43,20191227,1
43,20191230,1
43,20191231,1
43,20200102,1
44,20200104,1
44,20200111,1
44,20200118,1
44,20200119,1
44,20200125,1
44,20200201,1
44,20200208,1
44,20200215,1
44,20200216,1
44,20200222,1
44,20200229,1
44,20200307,1
44,20200314,1
44,20200321,1
45,20200105,1
45,20200112,1
45,20200120,1
45,20200126,1
45,20200202,1
45,20200209,1
45,20200217,1
45,20200223,1
45,20200301,1
45,20200308,1
45,20200315,1
45,20200322,1
46,20200106,1
46,20200107,1
46,20200108,1
46,20200109,1
46,20200110,1
46,20200113,1
46,20200114,1
46,20200115,1
46,20200116,1
46,20200117,1
46,20200120,1
46,20200121,1
46,20200122,1
46,20200123,1
46,20200124,1
46,20200127,1
46,20200128,1
46,20200129,1
46,20200130,1
46,20200131,1
46,20200203,1
46,20200204,1
46,20200205,1
46,20200206,1
46,20200207,1
46,20200210,1
46,20200211,1
46,20200212,1
46,20200213,1
46,20200214,1
46,20200217,1
46,20200218,1
46,20200219,1
46,20200220,1
46,20200221,1
46,20200224,1
46,20200225,1
46,20200226,1
46,20200227,1
46,20200228,1
46,20200302,1
46,20200305,1
46,20200306,1
46,20200309,1
46,20200310,1
46,20200311,1
46,20200312,1
46,20200313,1
46,20200316,1
46,20200317,1
46,20200318,1
46,20200319,1
46,20200320,1
46,20200323,1
46,20200324,1
46,20200325,1
46,20200326,1
46,20200327,1
47,20191213,1
47,20191220,1
47,20191224,1
47,20191227,1
47,20191231,1
47,20200103,1
48,20191215,1
48,20191222,1
48,20191225,1
48,20191229,1
48,20200101,1
49,20191214,1
49,20191221,1
49,20191228,1
50,20191210,1
50,20191211,1
50,20191212,1
50,20191213,1
50,20191217,1
50,20191218,1
50,20191219,1
50,20191220,1
50,20191224,1
50,20191227,1
50,20191231,1
50,20200103,1
51,20200107,1
51,20200108,1
51,20200109,1
51,20200110,1
51,20200114,1
51,20200115,1
51,20200116,1
51,20200117,1
51,20200122,1
51,20200123,1
51,20200124,1
51,20200128,1
51,20200129,1
51,20200130,1
51,20200131,1
51,20200204,1
51,20200205,1
51,20200206,1
51,20200207,1
51,20200211,1
51,20200212,1
51,20200213,1
51,20200214,1
51,20200219,1
51,20200220,1
51,20200221,1
51,20200225,1
51,20200226,1
51,20200227,1
51,20200228,1
51,20200305,1
51,20200306,1
51,20200310,1
51,20200311,1
51,20200312,1
51,20200313,1
51,20200317,1
51,20200318,1
51,20200319,1
51,20200320,1
51,20200324,1
51,20200325,1
51,20200326,1
51,20200327,1
52,20200106,1
52,20200113,1
52,20200121,1
52,20200127,1
52,20200203,1
52,20200210,1
52,20200218,1
52,20200224,1
52,20200302,1
52,20200309,1
52,20200316,1
52,20200323,1
53,20191209,1
53,20191216,1
53,20191223,1
53,20191226,1
53,20191230,1
53,20200102,1
54,20191230,1
55,20191213,1
55,20191214,1
55,20191220,1
55,20191221,1
55,20191224,1
55,20191227,1
55,20191228,1
55,20200103,1
56,20191214,1
56,20191221,1
56,20191228,1
56,20200101,1
56,20200104,1
56,20200111,1
56,20200118,1
56,20200125,1
56,20200201,1
56,20200208,1
56,20200215,1
56,20200222,1
56,20200229,1
56,20200307,1
56,20200314,1
56,20200321,1
56,20200328,1
56,20200404,1
56,20200411,1
56,20200418,1
56,20200425,1
56,20200502,1
56,20200509,1
56,20200516,1
56,20200523,1
56,20200530,1
57,20191215,1
57,20191222,1
57,20191225,1
57,20191229,1
57,20200105,1
57,20200112,1
57,20200119,1
57,20200126,1
57,20200202,1
57,20200209,1
57,20200216,1
57,20200223,1
57,20200301,1
57,20200308,1
57,20200315,1
57,20200322,1
57,20200329,1
57,20200405,1
57,20200412,1
57,20200419,1
57,20200426,1
57,20200503,1
57,20200510,1
57,20200517,1
57,20200524,1
57,20200531,1
58,20200104,1
58,20200105,1
58,20200110,1
58,20200111,1
58,20200112,1
58,20200117,1
58,20200118,1
58,20200119,1
58,20200120,1
58,20200124,1
58,20200125,1
58,20200126,1
58,20200131,1
58,20200201,1
58,20200202,1
58,20200207,1
58,20200208,1
58,20200209,1
58,20200214,1
58,20200215,1
58,20200216,1
58,20200217,1
58,20200221,1
58,20200222,1
58,20200223,1
58,20200228,1
58,20200229,1
58,20200301,1
58,20200306,1
58,20200307,1
58,20200308,1
58,20200313,1
58,20200314,1
58,20200315,1
58,20200320,1
58,20200321,1
58,20200322,1
58,20200327,1
59,20191213,1
59,20191214,1
59,20191215,1
59,20191220,1
59,20191221,1
59,20191222,1
59,20191224,1
59,20191225,1
59,20191227,1
59,20191228,1
59,20191229,1
59,20200101,1
59,20200103,1
60,20200331,1
61,20191209,1
61,20191210,1
61,20191211,1
61,20191212,1
61,20191213,1
61,20191216,1
61,20191217,1
61,20191218,1
61,20191219,1
61,20191220,1
61,20191223,1
61,20191224,1
61,20191226,1
61,20191227,1
61,20191230,1
61,20191231,1
61,20200102,1
61,20200103,1
61,20200106,1
61,20200109,1
61,20200110,1
61,20200113,1
61,20200114,1
61,20200115,1
61,20200116,1
61,20200117,1
61,20200120,1
61,20200121,1
61,20200122,1
61,20200123,1
61,20200124,1
61,20200127,1
61,20200128,1
61,20200129,1
61,20200130,1
61,20200131,1
61,20200203,1
61,20200204,1
61,20200205,1
61,20200206,1
61,20200207,1
61,20200210,1
61,20200211,1
61,20200212,1
61,20200213,1
61,20200214,1
61,20200218,1
61,20200219,1
61,20200220,1
61,20200221,1
61,20200224,1
61,20200225,1
61,20200226,1
61,20200227,1
61,20200228,1
61,20200302,1
61,20200305,1
61,20200306,1
61,20200309,1
61,20200310,1
61,20200311,1
61,20200312,1
61,20200313,1
61,20200316,1
61,20200317,1
61,20200318,1
61,20200319,1
61,20200320,1
61,20200323,1
61,20200324,1
61,20200325,1
61,20200326,1
61,20200327,1
61,20200330,1
61,20200331,1
61,20200401,1
61,20200402,1
61,20200403,1
61,20200406,1
61,20200407,1
61,20200408,1
61,20200409,1
61,20200410,1
61,20200413,1
61,20200414,1
61,20200415,1
61,20200416,1
61,20200417,1
61,20200420,1
61,20200421,1
61,20200422,1
61,20200423,1
61,20200424,1
61,20200427,1
61,20200428,1
61,20200429,1
61,20200430,1
61,20200501,1
61,20200505,1
61,20200506,1
61,20200507,1
61,20200508,1
61,20200511,1
61,20200512,1
61,20200513,1
61,20200514,1
61,20200515,1
61,20200518,1
61,20200519,1
61,20200520,1
61,20200521,1
61,20200522,1
61,20200525,1
61,20200526,1
61,20200527,1
61,20200528,1
61,20200529,1
61,20200601,1
61,20200602,1
61,20200603,1
61,20200604,1
61,20200605,1
62,20191215,1
